asset_class,market,symbol,yf_ticker,name,gics_sector,industry,currency,market_cap_tier,market_cap_usd_bn
Equity,South Africa,VOD,VOD.JO,Vodacom Group Limited,Communication Services,Wireless Telecom,ZAR,Mega Cap,16.46
Equity,South Africa,S32,S32.JO,South32 Limited,Materials,Diversified Mining,ZAR,Mega Cap,13.71
Equity,South Africa,HAR,HAR.JO,Harmony Gold Mining Company Limited,Materials,Gold Mining,ZAR,Large Cap,10.77
Equity,South Africa,ABG,ABG.JO,Absa Group Limited,Financials,Banks,ZAR,Large Cap,10.35
Equity,South Africa,IMP,IMP.JO,Impala Platinum Holdings Limited,Materials,Platinum Group Metals,ZAR,Large Cap,10.34
Equity,South Africa,SLM,SLM.JO,Sanlam Limited,Financials,Life Insurance,ZAR,Large Cap,10.07
Equity,South Africa,DSY,DSY.JO,Discovery Limited,Financials,Life & Health Insurance,ZAR,Large Cap,9.6
Equity,South Africa,SHP,SHP.JO,Shoprite Holdings Ltd,Consumer Staples,Food Retail,ZAR,Large Cap,8.36
Equity,South Africa,BID,BID.JO,Bid Corporation Limited,Consumer Staples,Food Distribution & Wholesale,ZAR,Large Cap,7.9
Equity,South Africa,NED,NED.JO,Nedbank Group Limited,Financials,Banks,ZAR,Large Cap,7.29
Equity,South Africa,OUT,OUT.JO,OUTsurance Group Limited,Financials,Non-Life Insurance,ZAR,Large Cap,6.92
Equity,South Africa,SSW,SSW.JO,Sibanye Stillwater Limited,Materials,Precious Metals Mining,ZAR,Large Cap,6.64
Equity,South Africa,INL,INL.JO,Investec Group,Financials,Diversified Financial Services,ZAR,Large Cap,6.62
Equity,South Africa,INP,INP.JO,Investec Group,Financials,Diversified Financial Services,ZAR,Large Cap,6.62
Equity,South Africa,SOL,SOL.JO,Sasol Limited,Energy,Integrated Oil & Gas & Chemicals,ZAR,Large Cap,6.15
Equity,South Africa,SOLBE1,SOLBE1.JO,Sasol Limited,Energy,Integrated Oil & Gas & Chemicals,ZAR,Large Cap,6.15
Equity,South Africa,REM,REM.JO,Remgro Limited,Financials,Investment Holding Companies,ZAR,Large Cap,5.86
Equity,South Africa,NRP,NRP.JO,NEPI Rockcastle N.V.,Real Estate,Retail REITs,ZAR,Large Cap,5.84
Equity,South Africa,NPH,NPH.JO,Northam Platinum Holdings Limited,Materials,Platinum Group Metals,ZAR,Large Cap,5.73
Equity,South Africa,MNP,MNP.JO,Mondi plc,Materials,Paper & Packaging,ZAR,Large Cap,4.79
Equity,South Africa,BVT,BVT.JO,The Bidvest Group Limited,Industrials,Diversified Support Services,ZAR,Large Cap,4.56
Equity,South Africa,RNI,RNI.JO,Reinet Investments S.C.A.,Financials,Investment Holding Companies,ZAR,Large Cap,4.56
Equity,South Africa,KIO,KIO.JO,Kumba Iron Ore Limited,Materials,Iron Ore Mining,ZAR,Large Cap,4.49
Equity,South Africa,PPH,PPH.JO,Pepkor Holdings Limited,Consumer Discretionary,Apparel & Discount Retail,ZAR,Large Cap,4.35
Equity,South Africa,APN,APN.JO,Aspen Pharmacare Holdings Limited,Health Care,Pharmaceuticals,ZAR,Large Cap,3.65
Equity,South Africa,GRT,GRT.JO,Growthpoint Properties Limited,Real Estate,Diversified REITs,ZAR,Large Cap,3.24
Equity,South Africa,QLT,QLT.JO,Quilter plc,Financials,Asset Management,ZAR,Large Cap,3.14
Equity,South Africa,SHC,SHC.JO,Shaftesbury Capital PLC,Real Estate,Retail REITs,ZAR,Large Cap,3.13
Equity,South Africa,CNP,CNP.JO,Canal+ SA,Communication Services,Broadcasting,ZAR,Large Cap,3.1
Equity,South Africa,OMU,OMU.JO,Old Mutual Limited,Financials,Life Insurance,ZAR,Large Cap,2.96
Equity,South Africa,PHP,PHP.JO,Primary Health Properties Plc,Real Estate,Health Care REITs,ZAR,Large Cap,2.94
Equity,South Africa,MTM,MTM.JO,Momentum Group Limited,Financials,Life Insurance,ZAR,Large Cap,2.9
Equity,South Africa,PAN,PAN.JO,Pan African Resources PLC,Materials,Gold Mining,ZAR,Large Cap,2.76
Equity,South Africa,CLS,CLS.JO,Clicks Group Limited,Consumer Staples,Drug & Health Retail,ZAR,Large Cap,2.73
Equity,South Africa,HMN,HMN.JO,Hammerson Plc,Real Estate,Retail REITs,ZAR,Mid Cap,2.58
Equity,South Africa,EXX,EXX.JO,Exxaro Resources Limited,Energy,Coal Mining,ZAR,Mid Cap,2.52
Equity,South Africa,MRP,MRP.JO,Mr Price Group Limited,Consumer Discretionary,Apparel Retail,ZAR,Mid Cap,2.5
Equity,South Africa,N91,N91.JO,Ninety One Group,Financials,Asset Management,ZAR,Mid Cap,2.5
Equity,South Africa,NY1,NY1.JO,Ninety One Group,Financials,Asset Management,ZAR,Mid Cap,2.5
Equity,South Africa,RDF,RDF.JO,Redefine Properties Limited,Real Estate,Diversified REITs,ZAR,Mid Cap,2.46
Equity,South Africa,SNT,SNT.JO,Santam Ltd,Financials,Non-Life Insurance,ZAR,Mid Cap,2.42
Equity,South Africa,KST,KST.JO,PSG Financial Services Limited,Financials,Diversified Financial Services,ZAR,Mid Cap,2.28
Equity,South Africa,WHL,WHL.JO,Woolworths Holdings Limited,Consumer Discretionary,Multiline Retail,ZAR,Mid Cap,2.27
Equity,South Africa,TBS,TBS.JO,Tiger Brands Limited,Consumer Staples,Packaged Foods,ZAR,Mid Cap,2.23
Equity,South Africa,ARI,ARI.JO,African Rainbow Minerals Limited,Materials,Diversified Mining,ZAR,Mid Cap,2.1
Equity,South Africa,BOX,BOX.JO,Boxer Retail Limited,Consumer Staples,Food Retail,ZAR,Mid Cap,1.92
Equity,South Africa,VKE,VKE.JO,Vukile Property Fund Limited,Real Estate,Diversified REITs,ZAR,Mid Cap,1.85
Equity,South Africa,SRE,SRE.JO,Sirius Real Estate Limited,Real Estate,Industrial REITs,ZAR,Mid Cap,1.85
Equity,South Africa,DRD,DRD.JO,DRDGOLD Limited,Materials,Gold Mining,ZAR,Mid Cap,1.79
Equity,South Africa,KRO,KRO.JO,Karooooo Ltd.,Information Technology,Software & IoT,ZAR,Mid Cap,1.75
Equity,South Africa,FFB,FFB.JO,Fortress Real Estate Investments Limited,Real Estate,Industrial & Logistics REITs,ZAR,Mid Cap,1.67
Equity,South Africa,AVI,AVI.JO,AVI Limited,Consumer Staples,Packaged Foods & Brands,ZAR,Mid Cap,1.63
Equity,South Africa,PMR,PMR.JO,Premier Group Limited,Consumer Staples,Packaged Foods,ZAR,Mid Cap,1.62
Equity,South Africa,RES,RES.JO,Resilient REIT Limited,Real Estate,Retail REITs,ZAR,Mid Cap,1.48
Equity,South Africa,TKG,TKG.JO,Telkom SA SOC Ltd,Communication Services,Integrated Telecom,ZAR,Mid Cap,1.47
Equity,South Africa,ADH,ADH.JO,ADvTECH Limited,Consumer Discretionary,Education Services,ZAR,Mid Cap,1.42
Equity,South Africa,SRI,SRI.JO,Supermarket Income REIT plc,Real Estate,Retail REITs,ZAR,Mid Cap,1.4
Equity,South Africa,DCP,DCP.JO,Dis-Chem Pharmacies Limited,Consumer Staples,Drug & Health Retail,ZAR,Mid Cap,1.39
Equity,South Africa,HYP,HYP.JO,Hyprop Investments Limited,Real Estate,Retail REITs,ZAR,Mid Cap,1.33
Equity,South Africa,APH,APH.JO,Alphamin Resources Corp.,Materials,Tin Mining,ZAR,Mid Cap,1.26
Equity,South Africa,NTC,NTC.JO,Netcare Limited,Health Care,Health Care Facilities,ZAR,Mid Cap,1.21
Equity,South Africa,BYI,BYI.JO,Bytes Technology Group plc,Information Technology,IT Services,ZAR,Mid Cap,1.15
Equity,South Africa,DTC,DTC.JO,Datatec Limited,Information Technology,IT Services & Hardware Distribution,ZAR,Mid Cap,1.12
Equity,South Africa,TRU,TRU.JO,Truworths International Limited,Consumer Discretionary,Apparel Retail,ZAR,Mid Cap,1.06
Equity,South Africa,MTH,MTH.JO,Motus Holdings Limited,Consumer Discretionary,Automotive Retail,ZAR,Mid Cap,1.03
Equity,South Africa,OPA,OPA.JO,Optasia Limited,Information Technology,Fintech Software,ZAR,Mid Cap,0.98
Equity,South Africa,TFG,TFG.JO,The Foschini Group Limited,Consumer Discretionary,Apparel Retail,ZAR,Mid Cap,0.98
Equity,South Africa,GND,GND.JO,Grindrod Limited,Industrials,Marine Transportation & Logistics,ZAR,Mid Cap,0.92
Equity,South Africa,LTE,LTE.JO,Lighthouse Properties p.l.c.,Real Estate,Retail REITs,ZAR,Mid Cap,0.9
Equity,South Africa,LHC,LHC.JO,Life Healthcare Group Holdings Limited,Health Care,Health Care Facilities,ZAR,Mid Cap,0.9
Equity,South Africa,OMN,OMN.JO,Omnia Holdings Limited,Materials,Specialty Chemicals,ZAR,Mid Cap,0.89
Equity,South Africa,GCT,GCT.JO,Greencoat Renewables PLC,Utilities,Renewable Electricity,ZAR,Mid Cap,0.85
Equity,South Africa,EQU,EQU.JO,Equites Property Fund Limited,Real Estate,Industrial & Logistics REITs,ZAR,Mid Cap,0.83
Equity,South Africa,CML,CML.JO,Coronation Fund Managers Limited,Financials,Asset Management,ZAR,Mid Cap,0.83
Equity,South Africa,FTA,FTA.JO,Fairvest Limited,Real Estate,Retail REITs,ZAR,Mid Cap,0.81
Equity,South Africa,FTB,FTB.JO,Fairvest Limited,Real Estate,Retail REITs,ZAR,Mid Cap,0.81
Equity,South Africa,MSP,MSP.JO,MAS P.L.C.,Real Estate,Retail REITs,ZAR,Mid Cap,0.78
Equity,South Africa,PIK,PIK.JO,Pick n Pay Stores Limited,Consumer Staples,Food Retail,ZAR,Mid Cap,0.76
Equity,South Africa,WBC,WBC.JO,We Buy Cars Holdings Limited,Consumer Discretionary,Automotive Retail,ZAR,Mid Cap,0.73
Equity,South Africa,HCI,HCI.JO,Hosken Consolidated Investments Limited,Financials,Investment Holding Companies,ZAR,Mid Cap,0.72
Equity,South Africa,SSU,SSU.JO,Southern Sun Limited,Consumer Discretionary,Hotels & Leisure,ZAR,Mid Cap,0.72
Equity,South Africa,AFE,AFE.JO,AECI Ltd,Materials,Specialty Chemicals,ZAR,Mid Cap,0.71
Equity,South Africa,JSE,JSE.JO,JSE Limited,Financials,Financial Exchanges & Data,ZAR,Mid Cap,0.68
Equity,South Africa,SUI,SUI.JO,Sun International Limited,Consumer Discretionary,Casinos & Gaming,ZAR,Mid Cap,0.67
Equity,South Africa,TGA,TGA.JO,Thungela Resources Limited,Energy,Coal Mining,ZAR,Mid Cap,0.66
Equity,South Africa,ATT,ATT.JO,Attacq Limited,Real Estate,Diversified REITs,ZAR,Mid Cap,0.66
Equity,South Africa,ITE,ITE.JO,Italtile Limited,Consumer Discretionary,Home Improvement Retail,ZAR,Mid Cap,0.63
Equity,South Africa,PPC,PPC.JO,PPC Ltd,Materials,Construction Materials,ZAR,Mid Cap,0.61
Equity,South Africa,ISO,ISO.JO,ASP Isotopes Inc.,Materials,Specialty Chemicals,ZAR,Mid Cap,0.59
Equity,South Africa,SDO,SDO.JO,Stadio Holdings Limited,Consumer Discretionary,Education Services,ZAR,Mid Cap,0.59
Equity,South Africa,CVW,CVW.JO,Castleview Property Fund Limited,Real Estate,Diversified REITs,ZAR,Mid Cap,0.57
Equity,South Africa,AEL,AEL.JO,Altron Limited,Information Technology,IT Services,ZAR,Mid Cap,0.57
Equity,South Africa,SAC,SAC.JO,SA Corporate Real Estate Limited,Real Estate,Diversified REITs,ZAR,Small Cap,0.51
Equity,South Africa,RLO,RLO.JO,Reunert Limited,Industrials,Electrical Equipment,ZAR,Small Cap,0.51
Equity,South Africa,PWR,PWR.JO,PowerFleet Inc.,Information Technology,IoT Software,ZAR,Small Cap,0.51
Equity,South Africa,AFH,AFH.JO,Alexander Forbes Group Holdings Limited,Financials,Insurance Brokers & Financial Services,ZAR,Small Cap,0.51
Equity,South Africa,SAP,SAP.JO,Sappi Limited,Materials,Paper & Forest Products,ZAR,Small Cap,0.5
Equity,South Africa,CCD,CCD.JO,Cell C Holdings Limited,Communication Services,Wireless Telecom,ZAR,Small Cap,0.49
Equity,South Africa,SPP,SPP.JO,The SPAR Group Ltd,Consumer Staples,Food Distribution & Retail,ZAR,Small Cap,0.48
Equity,South Africa,BAT,BAT.JO,Brait PLC,Financials,Private Equity / Investment Holding,ZAR,Small Cap,0.47
Equity,South Africa,OCE,OCE.JO,Oceana Group Limited,Consumer Staples,Fish Processing & Packaged Foods,ZAR,Small Cap,0.46
Equity,South Africa,SSS,SSS.JO,Stor-Age Property REIT Limited,Real Estate,Self Storage REITs,ZAR,Small Cap,0.45
Equity,South Africa,CAA,CAA.JO,CA Sales Holdings Limited,Consumer Staples,FMCG Distribution,ZAR,Small Cap,0.45
Equity,South Africa,HET,HET.JO,Heriot REIT Limited,Real Estate,Diversified REITs,ZAR,Small Cap,0.45
Equity,South Africa,ARL,ARL.JO,Astral Foods Limited,Consumer Staples,Poultry & Agri Products,ZAR,Small Cap,0.44
Equity,South Africa,WBO,WBO.JO,Wilson Bayly Holmes-Ovcon Limited,Industrials,Construction & Engineering,ZAR,Small Cap,0.44
Equity,South Africa,RBX,RBX.JO,Raubex Group Limited,Industrials,Construction & Engineering,ZAR,Small Cap,0.43
Equity,South Africa,BLU,BLU.JO,Blu Label Unlimited Group Limited,Information Technology,IT & Prepaid Distribution,ZAR,Small Cap,0.43
Equity,South Africa,BTN,BTN.JO,Burstone Group Limited,Real Estate,Industrial & Logistics REITs,ZAR,Small Cap,0.42
Equity,South Africa,THA,THA.JO,Tharisa plc,Materials,Platinum Group Metals & Chrome,ZAR,Small Cap,0.41
Equity,South Africa,RCL,RCL.JO,RCL Foods Limited,Consumer Staples,Packaged Foods,ZAR,Small Cap,0.4
Equity,South Africa,TSG,TSG.JO,Tsogo Sun Limited,Consumer Discretionary,Casinos & Gaming,ZAR,Small Cap,0.4
Equity,South Africa,DIB,DIB.JO,Dipula Properties Limited,Real Estate,Diversified REITs,ZAR,Small Cap,0.39
Equity,South Africa,SPG,SPG.JO,Super Group Limited,Industrials,Transportation & Logistics,ZAR,Small Cap,0.39
Equity,South Africa,KAP,KAP.JO,KAP Limited,Industrials,Diversified Industrials,ZAR,Small Cap,0.36
Equity,South Africa,LSK,LSK.JO,Lesaka Technologies Inc.,Information Technology,Fintech Software,ZAR,Small Cap,0.36
Equity,South Africa,EMI,EMI.JO,Emira Property Fund Limited,Real Estate,Diversified REITs,ZAR,Small Cap,0.34
Equity,South Africa,EXP,EXP.JO,Exemplar REITail Limited,Real Estate,Retail REITs,ZAR,Small Cap,0.33
Equity,South Africa,GTC,GTC.JO,Globe Trade Centre S.A.,Real Estate,Diversified REITs,ZAR,Small Cap,0.31
Equity,South Africa,WVR,WVR.JO,Weaver Fintech Ltd,Information Technology,Fintech Software,ZAR,Small Cap,0.3
Equity,South Africa,HDC,HDC.JO,Hudaco Industries Limited,Industrials,Industrial Distribution,ZAR,Small Cap,0.29
Equity,South Africa,RBO,RBO.JO,Rainbow Chicken Limited,Consumer Staples,Poultry,ZAR,Small Cap,0.29
Equity,South Africa,SEA,SEA.JO,Spear Reit Limited,Real Estate,Diversified REITs,ZAR,Small Cap,0.29
Equity,South Africa,FBR,FBR.JO,Famous Brands Limited,Consumer Discretionary,Restaurants,ZAR,Small Cap,0.29
Equity,South Africa,SBP,SBP.JO,Sabvest Capital Limited,Financials,Investment Holding Companies,ZAR,Small Cap,0.28
Equity,South Africa,SYG,SYG.JO,Sygnia Limited,Financials,Asset Management,ZAR,Small Cap,0.27
Equity,South Africa,OCT,OCT.JO,Octodec Investments Limited,Real Estate,Diversified REITs,ZAR,Small Cap,0.25
Equity,South Africa,LEW,LEW.JO,Lewis Group Limited,Consumer Discretionary,Furniture Retail,ZAR,Small Cap,0.23
Equity,South Africa,CAT,CAT.JO,Caxton and CTP Publishers and Printers Limited,Communication Services,Publishing,ZAR,Small Cap,0.23
Equity,South Africa,AFT,AFT.JO,Afrimat Limited,Materials,Construction Materials & Mining,ZAR,Small Cap,0.22
Equity,South Africa,MKR,MKR.JO,Montauk Renewables Inc.,Utilities,Renewable Energy,ZAR,Small Cap,0.22
Equity,South Africa,OAO,OAO.JO,Oando PLC,Energy,Oil & Gas Exploration & Production,ZAR,Small Cap,0.22
Equity,South Africa,BEL,BEL.JO,Bell Equipment Limited,Industrials,Machinery,ZAR,Small Cap,0.2
Equity,South Africa,NPK,NPK.JO,Nampak Limited,Materials,Packaging,ZAR,Small Cap,0.2
Equity,South Africa,CPP,CPP.JO,Collins Property Group Limited,Real Estate,Diversified REITs,ZAR,Small Cap,0.2
Equity,South Africa,KP2,KP2.JO,Kore Potash plc,Materials,Fertilizer & Potash Mining,ZAR,Small Cap,0.2
Equity,South Africa,KAL,KAL.JO,KAL Group Limited,Consumer Staples,Agriculture,ZAR,Small Cap,0.19
Equity,South Africa,YYLBEE,YYLBEE.JO,YeboYethu (RF) Limited,Communication Services,Wireless Telecom (Vodacom BEE),ZAR,Small Cap,0.19
Equity,South Africa,MRF,MRF.JO,Merafe Resources Limited,Materials,Ferrochrome Mining,ZAR,Small Cap,0.18
Equity,South Africa,CHP,CHP.JO,Choppies Enterprises Limited,Consumer Staples,Food Retail,ZAR,Small Cap,0.18
Equity,South Africa,SUR,SUR.JO,Spur Corporation Ltd,Consumer Discretionary,Restaurants,ZAR,Small Cap,0.18
Equity,South Africa,IVT,IVT.JO,Invicta Holdings Limited,Industrials,Industrial Distribution & Equipment,ZAR,Small Cap,0.17
Equity,South Africa,ZZD,ZZD.JO,Zeda Limited,Consumer Discretionary,Automotive Retail & Rental,ZAR,Small Cap,0.16
Equity,South Africa,CMH,CMH.JO,Combined Motor Holdings Limited,Consumer Discretionary,Automotive Retail,ZAR,Small Cap,0.16
Equity,South Africa,AII,AII.JO,Aimia Inc.,Financials,Investment Holding Companies,ZAR,Small Cap,0.16
Equity,South Africa,PPE,PPE.JO,Purple Group Limited,Financials,Brokerage & Fintech,ZAR,Small Cap,0.15
Equity,South Africa,SDL,SDL.JO,Southern Palladium Limited,Materials,Platinum Group Metals (Exploration),ZAR,Small Cap,0.15
Equity,South Africa,SHG,SHG.JO,Sea Harvest Group Limited,Consumer Staples,Fish Processing,ZAR,Small Cap,0.14
Equity,South Africa,IOC,IOC.JO,iOCO Limited,Information Technology,IT Services,ZAR,Small Cap,0.14
Equity,South Africa,MCZ,MCZ.JO,MC Mining Limited,Energy,Coal Mining,ZAR,Small Cap,0.14
Equity,South Africa,MPT,MPT.JO,Mpact Limited,Materials,Paper & Packaging,ZAR,Small Cap,0.14
Equity,South Africa,LBR,LBR.JO,Libstar Holdings Limited,Consumer Staples,Packaged Foods,ZAR,Small Cap,0.13
Equity,South Africa,CLH,CLH.JO,City Lodge Hotels Limited,Consumer Discretionary,Hotels,ZAR,Small Cap,0.13
Equity,South Africa,CSB,CSB.JO,Cashbuild Limited,Consumer Discretionary,Home Improvement Retail,ZAR,Small Cap,0.13
Equity,South Africa,MDI,MDI.JO,Master Drilling Group Limited,Industrials,Mining Services,ZAR,Small Cap,0.13
Equity,South Africa,ORN,ORN.JO,Orion Minerals Limited,Materials,Base Metals Mining,ZAR,Small Cap,0.13
Equity,South Africa,ACS,ACS.JO,Acsion Limited,Real Estate,Diversified REITs,ZAR,Small Cap,0.13
Equity,South Africa,ART,ART.JO,Argent Industrial Limited,Industrials,Diversified Industrials,ZAR,Small Cap,0.11
Equity,South Africa,AXX,AXX.JO,Araxi Limited,Financials,Investment Holding Companies,ZAR,Small Cap,0.11
Equity,South Africa,ACL,ACL.JO,ArcelorMittal South Africa Limited,Materials,Steel,ZAR,Small Cap,0.11
Equity,South Africa,BWN,BWN.JO,Balwin Properties Limited,Real Estate,Residential Real Estate Development,ZAR,Micro Cap,0.11
Equity,South Africa,NVS,NVS.JO,Novus Holdings Limited,Communication Services,Printing & Publishing,ZAR,Micro Cap,0.11
Equity,South Africa,FTH,FTH.JO,Frontier Transport Holdings Limited,Industrials,Transportation & Logistics,ZAR,Micro Cap,0.1
Equity,South Africa,OAS,OAS.JO,Oasis Crescent Property Fund,Real Estate,Diversified REITs,ZAR,Micro Cap,0.1
Equity,South Africa,SCD,SCD.JO,Schroder European Real Estate Investment Trust Plc,Real Estate,Diversified REITs,ZAR,Micro Cap,0.1
Equity,South Africa,JBL,JBL.JO,Jubilee Metals Group PLC,Materials,PGM & Copper Processing,ZAR,Micro Cap,0.1
Equity,South Africa,QFH,QFH.JO,Quantum Foods Holdings Ltd,Consumer Staples,Poultry & Eggs,ZAR,Micro Cap,0.09
Equity,South Africa,ZED,ZED.JO,Zeder Investments Ltd.,Consumer Staples,Agribusiness Investment Holding,ZAR,Micro Cap,0.09
Equity,South Africa,UPL,UPL.JO,Universal Partners Limited,Financials,Investment Holding Companies,ZAR,Micro Cap,0.08
Equity,South Africa,MMP,MMP.JO,Marshall Monteagle PLC,Consumer Staples,Agri Trading & Investment Holding,ZAR,Micro Cap,0.08
Equity,South Africa,SZK,SZK.JO,SAB Zenzele Kabili Holdings (RF) Limited,Consumer Staples,Brewers (BEE Scheme),ZAR,Micro Cap,0.07
Equity,South Africa,BRN,BRN.JO,Brimstone Investment Corporation Limited,Financials,Investment Holding Companies,ZAR,Micro Cap,0.07
Equity,South Africa,BRT,BRT.JO,Brimstone Investment Corporation Limited,Financials,Investment Holding Companies,ZAR,Micro Cap,0.07
Equity,South Africa,GML,GML.JO,Gemfields Group Limited,Materials,Gemstone Mining,ZAR,Micro Cap,0.07
Equity,South Africa,TPC,TPC.JO,Transpaco Limited,Materials,Packaging,ZAR,Micro Cap,0.06
Equity,South Africa,DNB,DNB.JO,Deneb Investments Limited,Consumer Discretionary,Textiles & Diversified Industrial,ZAR,Micro Cap,0.06
Equity,South Africa,EMH,EMH.JO,eMedia Holdings Limited,Communication Services,Broadcasting,ZAR,Micro Cap,0.06
Equity,South Africa,EMN,EMN.JO,eMedia Holdings Limited,Communication Services,Broadcasting,ZAR,Micro Cap,0.06
Equity,South Africa,SSK,SSK.JO,Stefanutti Stocks Holdings Limited,Industrials,Construction & Engineering,ZAR,Micro Cap,0.06
Equity,South Africa,EPS,EPS.JO,Eastern Platinum Limited,Materials,Platinum Group Metals,ZAR,Micro Cap,0.06
Equity,South Africa,SNV,SNV.JO,Santova Limited,Industrials,Freight & Logistics,ZAR,Micro Cap,0.06
Equity,South Africa,YRK,YRK.JO,York Timber Holdings Limited,Materials,Forest Products & Timber,ZAR,Micro Cap,0.06
Equity,South Africa,MTA,MTA.JO,Metair Investments Limited,Consumer Discretionary,Auto Parts,ZAR,Micro Cap,0.05
Equity,South Africa,BCF,BCF.JO,Bowler Metcalf Limited,Materials,Packaging,ZAR,Micro Cap,0.05
Equity,South Africa,APF,APF.JO,Accelerate Property Fund Limited,Real Estate,Diversified REITs,ZAR,Micro Cap,0.05
Equity,South Africa,TEX,TEX.JO,Texton Property Fund Limited,Real Estate,Diversified REITs,ZAR,Micro Cap,0.05
Equity,South Africa,MST,MST.JO,Mustek Limited,Information Technology,IT Hardware Distribution,ZAR,Micro Cap,0.04
Equity,South Africa,GPL,GPL.JO,Grand Parade Investments Limited,Consumer Discretionary,Investment Holding (Gaming/Restaurants),ZAR,Micro Cap,0.04
Equity,South Africa,EPE,EPE.JO,EPE Capital Partners Ltd,Financials,Private Equity,ZAR,Micro Cap,0.04
Equity,South Africa,WEZ,WEZ.JO,Wesizwe Platinum Limited,Materials,Platinum Group Metals (Development),ZAR,Micro Cap,0.04
Equity,South Africa,ADR,ADR.JO,Adcorp Holdings Limited,Industrials,Staffing & Employment Services,ZAR,Micro Cap,0.04
Equity,South Africa,ACT,ACT.JO,AfroCentric Investment Corporation Limited,Health Care,Managed Health Care,ZAR,Micro Cap,0.04
Equity,South Africa,HLM,HLM.JO,Hulamin Limited,Materials,Aluminium Products,ZAR,Micro Cap,0.04
Equity,South Africa,NTU,NTU.JO,Nutun Limited,Industrials,Business Process Outsourcing,ZAR,Micro Cap,0.03
Equity,South Africa,PBG,PBG.JO,PBT Holdings Limited,Information Technology,IT Consulting,ZAR,Micro Cap,0.03
Equity,South Africa,PBT,PBT.JO,PBT Holdings Limited,Information Technology,IT Consulting,ZAR,Micro Cap,0.03
Equity,South Africa,RMH,RMH.JO,RMB Holdings Limited,Financials,Investment Holding Companies,ZAR,Micro Cap,0.03
Equity,South Africa,AEG,AEG.JO,Aveng Limited,Industrials,Construction & Engineering,ZAR,Micro Cap,0.03
Equity,South Africa,NWL,NWL.JO,Nu-World Holdings Limited,Consumer Discretionary,Consumer Electronics & Appliances,ZAR,Micro Cap,0.03
Equity,South Africa,AME,AME.JO,African Media Entertainment Limited,Communication Services,Broadcasting,ZAR,Micro Cap,0.03
Equity,South Africa,NRL,NRL.JO,Newpark REIT Limited,Real Estate,Diversified REITs,ZAR,Micro Cap,0.03
Equity,South Africa,ENX,ENX.JO,enX Group Limited,Industrials,Industrial Equipment & Distribution,ZAR,Micro Cap,0.02
Equity,South Africa,FGL,FGL.JO,Finbond Group Limited,Financials,Consumer Finance,ZAR,Micro Cap,0.02
Equity,South Africa,VUN,VUN.JO,Vunani Limited,Financials,Diversified Financial Services,ZAR,Micro Cap,0.02
Equity,South Africa,4SI,4SI.JO,4Sight Holdings Limited,Information Technology,Software,ZAR,Micro Cap,0.02
Equity,South Africa,SEP,SEP.JO,Sephaku Holdings Limited,Materials,Construction Materials,ZAR,Micro Cap,0.02
Equity,South Africa,SLG,SLG.JO,Salungano Group Limited,Energy,Coal Mining & Logistics,ZAR,Micro Cap,0.02
Equity,South Africa,CGR,CGR.JO,Calgro M3 Holdings Limited,Real Estate,Residential Real Estate Development,ZAR,Micro Cap,0.02
Equity,South Africa,CPR,CPR.JO,Copper 360 Limited,Materials,Copper Mining,ZAR,Micro Cap,0.02
Equity,South Africa,ANI,ANI.JO,Afine Investments Limited,Real Estate,Diversified REITs,ZAR,Micro Cap,0.02
